,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,26.1739180032,0.13224658552425195,0.22073732800000004,0.004985965333596167
LIME,46.314446848,4.6618946896761395,0.4703640576,0.024346813394720893
PFI,10.7473750016,0.09955417320866046,,
DECODE,0.058267586400000015,0.004927180007267783,3.0217999999999996e-06,3.109707381732244e-07
