,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,2.5093743104,0.21852184216304987,0.023022537600000004,5.352473091198483e-05
LIME,5.097949696000001,0.1482338819809618,0.04799150640000001,0.00034783913535311344
PFI,0.4687045248000001,0.044720522388265085,,
DECODE,0.0943737696,0.0014814705842859282,5.2329e-06,2.305731265058151e-07
