,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,0.0359736576,0.00036615193386497255,0.00038356239999999997,1.7967480862194765e-05
LIME,0.9121201792000003,0.0244623463519756,0.009027492000000002,0.00020593565476882892
PFI,0.19336122560000002,0.007270599208512633,,
DECODE,0.006281156100000002,0.0001779574174731134,1.8864000000000003e-06,2.833908961134777e-07
