,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,1.6121161728000002,0.13861523027913722,0.014458594600000003,7.17470809376019e-05
LIME,3.721402265600001,0.2323092029787349,0.03887800080000001,0.004638105541931184
PFI,0.3668920960000001,0.021993278317488343,,
DECODE,0.100014736,0.0009281903169811674,5.0533e-06,2.2777759620588936e-07
