,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,0.0551560168,0.0014235803563983312,0.0005442818,4.595664733782621e-05
LIME,0.9292235264,0.009195996234616562,0.0089766488,0.0002954566120647819
PFI,0.2071192416,0.00414052866895063,,
DECODE,0.006566204000000001,0.0005175633288668483,1.8315e-06,2.632734320055863e-07
