,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,0.08981644800000002,0.010036228491142758,0.0008381200000000001,1.6026228056948748e-05
LIME,1.1633685504000002,0.06318924431528909,0.0103990094,0.004740650744474772
PFI,0.0796792592,0.000772934369452939,,
DECODE,0.07057407680000001,0.0007277897044482008,4.7172e-06,3.517142779776402e-07
