,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,1.2286329600000003,0.008495645239846167,0.0133823984,0.00011489798196312978
LIME,2.089782528,0.025366219377335585,0.0206049844,0.0006109361410980133
PFI,0.7517793024,0.007962948798176843,,
DECODE,0.021651452000000005,0.0010665691143579947,1.6559000000000003e-06,2.956364321256766e-07
