,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,0.0975638352,0.011218862610425318,0.0009498965000000002,2.902978695925966e-05
LIME,1.2200486656000002,0.008525079096548403,0.0120573884,0.00025994546883631973
PFI,0.07160744480000002,0.0018032012037925587,,
DECODE,0.0710260832,0.001457243260394732,4.8268e-06,3.6518616257100095e-07
