,Global Time (s),Global Std (s),Local Time (s),Local Std (s)
SHAP,7.385647308800001,0.22721356146233604,0.0646154688,0.0021298888769120286
LIME,16.108572876800004,0.08467316079751533,0.1430795072,0.002430952995580586
PFI,2.9650599424,0.02642343998241142,,
DECODE,0.021708497200000003,0.001610728349374572,2.9389e-06,2.571465859518006e-07
