,trial_no,max_depth,imp_threshold,min_samples_split,min_impurity_decrease,criterium,n_steps,adaptive,train_score,metric,opt_direction,test_score,error
50,145,5,0.05,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
51,146,5,7.086762841324433e-05,10,1.561220412412439e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
52,147,5,0.004463709241253652,10,8.823535042896066e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
53,148,5,1.418203570426699e-05,10,2.1338934565024288e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
54,149,5,0.0028266869574766623,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
55,150,5,1e-07,10,1.9946426583543445e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
56,151,5,0.004778652398895147,10,4.333171882537022e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
57,67,5,0.05,10,4.591070708378272e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
58,68,5,1e-07,10,2.8888216703561006e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
59,69,5,0.05,10,3.007874218565357e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
60,136,5,0.002768685064454062,10,9.32418886844418e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
61,137,5,0.0040444056498696625,10,1.9539031624210103e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
62,138,5,1.6084323271088236e-06,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
63,139,5,8.032205727980303e-06,10,4.746853631529394e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
64,140,5,0.00021869750462556785,10,1.101605874912484e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
65,141,5,0.05,10,2.7984364924144947e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
66,142,5,1.0336805751745313e-07,10,1.5843488940404224e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
67,143,5,2.660126954326301e-06,10,6.904197119743171e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
68,72,5,7.639888178982271e-07,10,8.563540299310894e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
69,73,5,0.0011885224651054147,10,2.4586965363664746e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
70,74,5,0.0034561007633838736,10,6.1453446693371975e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
71,75,5,3.880339933774599e-06,10,2.0653184044827494e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
72,79,5,1e-07,10,8.60330167711067e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
73,80,5,0.05,10,5.734803936809536e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
74,81,5,7.952618867040582e-05,10,1.7174750156776607e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
75,82,5,1e-07,10,6.176890975408536e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
76,83,5,5.1951127015462116e-06,10,1.2562834796370156e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
77,84,5,0.001359643581036165,10,1.0683390984096422e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
78,85,5,0.05,10,6.457543287198867e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
79,86,5,2.703213723308824e-06,10,4.775762433556054e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
80,87,5,0.0034375080967729925,10,1.3391539670968322e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
81,88,5,0.0016414336268525797,10,6.25161832959005e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
82,89,5,1e-07,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
83,90,5,0.0009262912480038884,10,1.0422883037904418e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
84,91,5,9.352457882263554e-06,10,1.8208443888393013e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
85,93,5,0.05,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
86,94,5,9.686707760820852e-06,10,1.1360790500255892e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
87,95,5,3.120197157201351e-06,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
88,128,5,0.013089950860824562,10,4.280413294869697e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
89,129,5,1.426826722404524e-06,10,1.917681565610825e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
90,130,5,0.00010555454686271684,10,2.701538362659632e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
91,131,5,0.005671665370935875,10,7.5049057757737445e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
92,132,5,0.00194246042516727,10,2.664619506812347e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
93,133,5,0.05,10,1.3844804598633834e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
94,134,5,1e-07,10,4.811191798698637e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
95,135,5,1e-07,10,1.6972658973909592e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
96,96,5,1e-07,10,9.750653336745229e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
97,97,5,1.3429312904691399e-06,10,9.223802532951896e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
98,98,5,0.0010979275871979182,10,1.5962291026383445e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
99,99,5,7.57002374227378e-05,10,3.1242620119905135e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
100,100,5,0.05,10,2.019515963145292e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
101,101,5,1e-07,10,1.8833991388033212e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
102,102,5,0.04999999999999994,10,2.648410664440766e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
103,103,5,3.907632050027478e-06,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
104,104,5,0.0015886545440414273,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
105,105,5,0.0036614846185377805,10,7.46091712595546e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
106,106,5,6.946728455281125e-05,10,1.095480142188337e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
107,107,5,1e-07,10,1.163790199115741e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
108,108,5,1.192257803884085e-06,10,1.2846251573516014e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
109,109,5,1e-07,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
110,110,5,0.05,10,8.579145639001669e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
111,111,5,1e-07,10,9.97295618723031e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
112,112,5,0.05,10,6.048718183994547e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
113,113,5,0.0002804355447687319,10,8.277966497200604e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
114,114,5,1.8716634918948397e-06,10,3.598564300716622e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
115,115,5,0.05,10,1e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
116,118,5,1e-07,10,1.7453811170822045e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
117,119,5,2.065589989579751e-06,10,2.72811308098076e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
118,120,5,1e-07,10,2.274504206268468e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
119,121,5,1.8792285611268314e-06,10,1.8834797395147426e-05,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
120,122,5,0.05,10,2.130747931994172e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
121,123,5,1.525343936410472e-06,10,1.5608905467870941e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
122,124,5,0.00013366707095043926,10,2.889579305356849e-06,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
123,126,5,0.00013590814823798993,10,1.2298862209394087e-07,huber,auto,False,0.8694317071455056,r2_score,maximize,0.8726509217621446,
