,trial_no,max_depth,imp_threshold,min_samples_split,min_impurity_decrease,criterium,n_steps,adaptive,train_score,metric,opt_direction,test_score,error
139,33,5,0.05,2,2.5115775413134064e-06,mae,auto,False,0.8041121342905806,r2_score,maximize,0.8945844257595491,
140,182,5,0.05,2,0.00019914780544572045,mae,auto,False,0.8036096009625625,r2_score,maximize,0.8945844257595491,
141,183,5,1e-07,2,2.906345459780265e-05,mae,auto,False,0.8041121342905806,r2_score,maximize,0.8945844257595491,
142,42,5,0.05,2,1.8381810656032542e-05,mae,auto,False,0.8041121342905806,r2_score,maximize,0.8945844257595491,
143,46,5,1.895139363797162e-05,2,2.2851598072912838e-06,mae,auto,False,0.8041121342905806,r2_score,maximize,0.8945844257595491,
144,53,5,0.05,2,3.6718264847546813e-07,mae,auto,False,0.8041121342905806,r2_score,maximize,0.8945844257595491,
145,48,5,1e-07,2,0.00015678824387520897,mae,auto,False,0.8036096009625625,r2_score,maximize,0.8945844257595491,
146,47,5,0.05,2,1e-07,mae,auto,False,0.8041121342905806,r2_score,maximize,0.8945844257595491,
147,31,5,1e-07,2,0.0001753333372364883,mse,auto,False,0.7980631023119236,r2_score,maximize,0.8938706213084623,
148,52,5,0.00036465054825396057,2,0.00032663452329640856,mse,auto,False,0.7978657331311249,r2_score,maximize,0.8930190453258366,
149,55,5,1e-07,2,0.0004660621286583981,mse,auto,False,0.7978657331311249,r2_score,maximize,0.8930190453258366,
150,90,5,0.05,2,1.0864652961651228e-05,huber,auto,False,0.8004205376736431,r2_score,maximize,0.892781314706576,
151,89,5,1e-07,2,1.6708922642092064e-05,huber,auto,False,0.8004205376736431,r2_score,maximize,0.892781314706576,
152,91,5,1.362064001734892e-06,2,7.65164639262151e-06,huber,auto,False,0.8004205376736431,r2_score,maximize,0.892781314706576,
153,43,5,0.05,2,1.65554021228242e-06,huber,auto,False,0.8004205376736431,r2_score,maximize,0.892781314706576,
154,44,5,0.05,2,5.361019801235067e-07,huber,auto,False,0.8004205376736431,r2_score,maximize,0.892781314706576,
155,57,5,1e-07,2,2.4175812780583775e-06,huber,auto,False,0.8004205376736431,r2_score,maximize,0.892781314706576,
156,68,5,3.40745003927223e-05,2,1.1927080716793526e-06,huber,auto,False,0.8004205376736431,r2_score,maximize,0.892781314706576,
157,58,5,1e-07,2,6.807294149269069e-07,huber,auto,False,0.8004205376736431,r2_score,maximize,0.892781314706576,
