,trial_no,max_depth,imp_threshold,min_samples_split,min_impurity_decrease,criterium,n_steps,adaptive,train_score,metric,opt_direction,test_score
0,184,5,1e-07,2,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
1,185,2,1e-07,10,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
2,186,2,1e-07,10,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
3,187,2,0.05,10,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
4,188,5,0.05,2,0.05,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
5,189,5,0.05,2,1e-07,log_loss,auto,False,0.9791702522800182,matthews_corrcoef,maximize,0.960140691305149
6,190,5,1e-07,2,1e-07,gini,auto,False,0.9791702522800182,matthews_corrcoef,maximize,0.960140691305149
7,191,5,0.05,10,0.05,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
8,8,5,1.2287177519591657e-07,10,0.016629680409859536,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
9,9,3,0.0011979245528732925,10,0.0008887887701971938,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
10,10,2,0.05,5,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
11,11,2,1e-07,5,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
12,12,5,0.05,5,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
13,13,5,0.05,5,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
14,14,2,1e-07,5,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
15,15,5,1e-07,5,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
16,16,2,1e-07,2,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
17,17,5,0.05,10,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
18,18,2,0.05,5,0.05,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
19,19,2,0.05,2,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
20,20,5,1e-07,5,0.05,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
21,21,5,0.05,10,0.04999999999999994,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
22,22,2,0.04999999999999994,2,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
23,23,5,1e-07,2,1e-07,log_loss,auto,False,0.9791702522800182,matthews_corrcoef,maximize,0.960140691305149
24,24,2,1e-07,2,0.04999999999999994,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
25,25,5,1e-07,10,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
26,26,2,1e-07,10,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
27,27,2,0.05,5,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
28,28,5,0.05,2,0.04999999999999994,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
29,29,5,1e-07,5,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
30,30,2,0.05,5,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
31,31,5,0.05,10,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
32,32,2,0.05,10,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
33,33,5,0.05,2,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
34,34,2,1e-07,5,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
35,35,5,1e-07,5,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
36,36,2,1e-07,5,0.04999999999999994,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
37,37,5,1e-07,2,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
38,38,5,0.05,5,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
39,39,2,1e-07,10,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
40,40,5,0.05,5,0.04999999999999994,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
41,41,2,0.05,10,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
42,42,2,1e-07,2,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
43,43,2,0.05,2,0.05,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
44,44,5,1e-07,10,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
45,45,5,0.05,2,1e-07,log_loss,auto,False,0.9791702522800182,matthews_corrcoef,maximize,0.960140691305149
46,46,5,1e-07,2,1e-07,gini,auto,False,0.9791702522800182,matthews_corrcoef,maximize,0.960140691305149
47,47,2,0.05,10,1e-07,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
48,48,2,1e-07,10,0.05,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
49,49,2,0.05,2,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
50,50,5,0.05,2,1e-07,gini,auto,False,0.9791702522800182,matthews_corrcoef,maximize,0.960140691305149
51,51,5,0.05,10,0.05,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
52,52,2,1e-07,5,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
53,53,2,1.0312242474264192e-07,2,0.04798380599838377,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
54,54,5,1e-07,5,0.05,gini,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
55,55,5,1e-07,10,1e-07,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
56,56,5,0.05,5,0.05,log_loss,auto,False,0.9792176918789101,matthews_corrcoef,maximize,0.960140691305149
